Date,Open,High,Low,Close,Adj Close,Volume
2019-07-01,1922.979980,1929.819946,1914.660034,1922.189941,1922.189941,3192100
2019-07-02,1919.380005,1934.790039,1906.630005,1934.310059,1934.310059,2645900
2019-07-03,1935.890015,1941.589966,1930.500000,1939.000000,1939.000000,1690300
2019-07-05,1928.599976,1945.900024,1925.300049,1942.910034,1942.910034,2628400
2019-07-08,1934.119995,1956.000000,1928.250000,1952.319946,1952.319946,2883400
2019-07-09,1947.800049,1990.010010,1943.479980,1988.300049,1988.300049,4345700
2019-07-10,1996.510010,2024.939941,1995.400024,2017.410034,2017.410034,4931900
2019-07-11,2025.619995,2035.800049,1995.300049,2001.069946,2001.069946,4317800
2019-07-12,2008.270020,2017.000000,2003.869995,2011.000000,2011.000000,2509300
2019-07-15,2021.400024,2022.900024,2001.550049,2020.989990,2020.989990,2981300
2019-07-16,2010.579956,2026.319946,2001.219971,2009.900024,2009.900024,2618200
2019-07-17,2007.050049,2012.000000,1992.030029,1992.030029,1992.030029,2558800
2019-07-18,1980.010010,1987.500000,1951.550049,1977.900024,1977.900024,3486900
2019-07-19,1991.209961,1996.000000,1962.229980,1964.520020,1964.520020,3185600
2019-07-22,1971.140015,1989.000000,1958.260010,1985.630005,1985.630005,2900000
2019-07-23,1995.989990,1997.790039,1973.130005,1994.489990,1994.489990,2703500
2019-07-24,1969.300049,2001.300049,1965.869995,2000.810059,2000.810059,2631300
2019-07-25,2001.000000,2001.199951,1972.719971,1973.819946,1973.819946,4136500
2019-07-26,1942.000000,1950.900024,1924.510010,1943.050049,1943.050049,4927100
2019-07-29,1930.000000,1932.229980,1890.540039,1912.449951,1912.449951,4493200
2019-07-30,1891.119995,1909.890015,1883.479980,1898.530029,1898.530029,2910900
