Date,Open,High,Low,Close,Adj Close,Volume
2020-06-01,2448.000000,2476.929932,2444.169922,2471.040039,2471.040039,2928900
2020-06-02,2467.000000,2473.530029,2445.310059,2472.409912,2472.409912,2529900
2020-06-03,2468.010010,2488.000000,2461.169922,2478.399902,2478.399902,2671000
2020-06-04,2477.429932,2507.540039,2450.010010,2460.600098,2460.600098,2948700
2020-06-05,2444.510010,2488.649902,2437.129883,2483.000000,2483.000000,3306400
2020-06-08,2500.199951,2530.000000,2487.340088,2524.060059,2524.060059,3970700
2020-06-09,2529.439941,2626.429932,2525.000000,2600.860107,2600.860107,5176000
2020-06-10,2645.000000,2722.350098,2626.260010,2647.449951,2647.449951,4946000
2020-06-11,2603.500000,2671.379883,2536.229980,2557.959961,2557.959961,5800100
2020-06-12,2601.209961,2621.479980,2503.350098,2545.020020,2545.020020,5436100
2020-06-15,2526.600098,2584.000000,2508.000000,2572.679932,2572.679932,3865100
2020-06-16,2620.000000,2620.000000,2576.000000,2615.270020,2615.270020,3585600
2020-06-17,2647.500000,2655.000000,2631.820068,2640.979980,2640.979980,2959300
2020-06-18,2647.010010,2659.639893,2636.110107,2653.979980,2653.979980,2487800
2020-06-19,2678.080078,2697.429932,2659.000000,2675.010010,2675.010010,5777000
2020-06-22,2684.500000,2715.000000,2669.000000,2713.820068,2713.820068,3208800
2020-06-23,2726.020020,2783.110107,2718.040039,2764.409912,2764.409912,4231700
2020-06-24,2780.000000,2796.000000,2721.000000,2734.399902,2734.399902,4526600
2020-06-25,2739.550049,2756.229980,2712.139893,2754.580078,2754.580078,2968700
2020-06-26,2775.060059,2782.570068,2688.000000,2692.870117,2692.870117,6500800
2020-06-29,2690.010010,2696.800049,2630.080078,2680.379883,2680.379883,4223400
