Date,Open,High,Low,Close,Adj Close,Volume
2021-08-02,3353.100098,3358.919922,3317.000000,3331.479980,3331.479980,3353900
2021-08-03,3340.719971,3391.000000,3299.770020,3366.239990,3366.239990,4157300
2021-08-04,3379.350098,3388.879883,3345.560059,3354.719971,3354.719971,2183900
2021-08-05,3356.219971,3389.000000,3340.919922,3375.989990,3375.989990,2433500
2021-08-06,3375.000000,3375.000000,3329.040039,3344.939941,3344.939941,2635300
2021-08-09,3343.610107,3354.879883,3328.520020,3341.870117,3341.870117,2148200
2021-08-10,3345.010010,3358.000000,3315.000000,3320.679932,3320.679932,2412600
2021-08-11,3331.449951,3337.699951,3277.790039,3292.110107,3292.110107,2947200
2021-08-12,3290.000000,3314.510010,3269.669922,3303.500000,3303.500000,2314100
2021-08-13,3305.669922,3306.070068,3283.000000,3293.969971,3293.969971,2052800
2021-08-16,3283.000000,3300.000000,3211.129883,3298.989990,3298.989990,3319700
2021-08-17,3277.500000,3280.489990,3225.679932,3241.959961,3241.959961,3387900
2021-08-18,3241.989990,3254.100098,3200.000000,3201.219971,3201.219971,2804300
2021-08-19,3194.020020,3233.000000,3182.459961,3187.750000,3187.750000,3782900
2021-08-20,3203.870117,3207.810059,3175.760010,3199.949951,3199.949951,3341200
2021-08-23,3211.899902,3280.899902,3210.010010,3265.870117,3265.870117,3268100
2021-08-24,3280.000000,3315.489990,3274.580078,3305.780029,3305.780029,2551800
2021-08-25,3309.870117,3321.000000,3286.149902,3299.179932,3299.179932,1680300
2021-08-26,3299.000000,3332.000000,3296.000000,3316.000000,3316.000000,2098800
2021-08-27,3333.229980,3352.320068,3313.750000,3349.629883,3349.629883,2391300
2021-08-30,3357.429932,3445.000000,3355.219971,3421.570068,3421.570068,3192200
