Date,Open,High,Low,Close,Adj Close,Volume
2021-04-01,3117.939941,3162.439941,3115.550049,3161.000000,3161.000000,2940300
2021-04-05,3173.000000,3235.959961,3161.239990,3226.729980,3226.729980,3334900
2021-04-06,3223.750000,3247.310059,3217.040039,3223.820068,3223.820068,2537800
2021-04-07,3233.800049,3303.610107,3223.649902,3279.389893,3279.389893,3346200
2021-04-08,3310.899902,3324.500000,3292.000000,3299.300049,3299.300049,2812100
2021-04-09,3304.699951,3372.199951,3288.899902,3372.199951,3372.199951,4341500
2021-04-12,3355.209961,3395.040039,3351.149902,3379.389893,3379.389893,3281800
2021-04-13,3400.850098,3432.000000,3395.629883,3400.000000,3400.000000,3315800
2021-04-14,3404.040039,3404.129883,3326.000000,3333.000000,3333.000000,3145200
2021-04-15,3371.000000,3397.000000,3352.000000,3379.090088,3379.090088,3233600
2021-04-16,3380.000000,3406.800049,3355.590088,3399.439941,3399.439941,3186000
2021-04-19,3390.330078,3435.929932,3360.159912,3372.010010,3372.010010,2725400
2021-04-20,3373.600098,3382.989990,3316.000000,3334.689941,3334.689941,2623000
2021-04-21,3316.000000,3362.860107,3303.810059,3362.020020,3362.020020,2211200
2021-04-22,3371.679932,3372.870117,3301.449951,3309.040039,3309.040039,2580600
2021-04-23,3319.100098,3375.000000,3308.500000,3340.879883,3340.879883,3192800
2021-04-26,3348.000000,3428.449951,3330.939941,3409.000000,3409.000000,4880700
2021-04-27,3443.469971,3460.000000,3398.010010,3417.429932,3417.429932,3827100
2021-04-28,3434.800049,3489.879883,3425.000000,3458.500000,3458.500000,4631900
2021-04-29,3505.100098,3514.449951,3435.000000,3471.310059,3471.310059,7682400
